dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
8427,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,97,164,164,1,19,91,0,"And let me show you one of the amazing examples of that, and that would be our side mirror.","And let me show you one of the amazing examples of that, and that would be our side mirror."
8428,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,98,165,165,1,23,103,3,"This is the side mirror of the Polestar 2, if we had engineered it the way we did it the last 25 years.","This is the side mirror of the Polestar 2, if we had engineered it the way we did it the last 25 years."
8429,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,99,166,166,1,18,121,0,"Driven by legal requirements, side mirrors actually have grown from car generation to car generation, they became bigger.","Driven by legal requirements, side mirrors actually have grown from car generation to car generation, they became bigger."
8430,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,100,167,167,1,28,187,0,"And that is not only an aesthetical problem, making them look like elephant ears, it's actually as well highly inefficient, making aerodynamics really worse from generation to generation.","And that is not only an aesthetical problem, making them look like elephant ears, it's actually as well highly inefficient, making aerodynamics really worse from generation to generation."
8431,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,101,168,169,2,25,151,0,"So, here is what our engineers reinvented. Instead of adjusting the glass within the enclosure, they actually put both together and moved both of them.","So, here is what our engineers reinvented. Instead of adjusting the glass within the enclosure, they actually put both together and moved both of them."
8432,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,102,170,170,1,14,67,0,"And doing so, we could reduce the volume of the side mirror by 30%.","And doing so, we could reduce the volume of the side mirror by 30%."
8433,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,103,171,173,3,22,136,3,"That gives better aerodynamics, but again, priceless, the gain in looks. Bye-bye, Dumbo. Next, let me show you around inside Polestar 2.","That gives better aerodynamics, but again, priceless, the gain in looks. Bye-bye, Dumbo. Next, let me show you around inside Polestar 2."
8434,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,104,174,176,3,14,62,0,"Now, how do we get in? Anybody's got the car key with you? No?","Now, how do we get in? Anybody's got the car key with you? No?"
8435,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,105,177,179,3,20,116,3,"Never mind. This, you always have with you, your phone. So, via Bluetooth, Polestar 2 recognises you and your phone.","Never mind. This, you always have with you, your phone. So, via Bluetooth, Polestar 2 recognises you and your phone."
8436,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,106,180,182,3,16,87,0,"And it will unlock the door. when you grab the handle. But think about this, Bluetooth.","And it will unlock the door. when you grab the handle. But think about this, Bluetooth."
8437,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,107,183,183,1,12,75,0,Bluetooth actually has a reception precision of around six to seven meters.,Bluetooth actually has a reception precision of around six to seven meters.
8438,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,108,184,184,1,25,139,0,"That is not good enough in case you would be standing close by, but potentially out of sight, hidden behind your garden fence, for example.","That is not good enough in case you would be standing close by, but potentially out of sight, hidden behind your garden fence, for example."
8439,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,109,185,185,1,18,94,0,"So, what we did, we added four additional antennae in each and every corner of the poster too.","So, what we did, we added four additional antennae in each and every corner of the poster too."
8440,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,110,186,187,2,19,87,0,"And by that, the precision is much higher. only if you're as close as 1.5m by your car.","And by that, the precision is much higher. only if you're as close as 1.5m by your car."
8441,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,111,188,189,2,32,174,0,The car would unlock the door when you grab the handle. We think that is really amazing convenience for you that does not come with any compromise on your security or safety.,The car would unlock the door when you grab the handle. We think that is really amazing convenience for you that does not come with any compromise on your security or safety.
8442,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,112,190,192,3,18,109,0,"Once you sit behind your steering wheel, then you ask yourself, where's the start button? Well... Guess what?","Once you sit behind your steering wheel, then you ask yourself, where's the start button? Well... Guess what?"
8443,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,113,193,195,3,14,72,0,"You sit on it. Literally, really. We put the start button into the seat.","You sit on it. Literally, really. We put the start button into the seat."
8444,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,114,196,196,1,31,161,0,"So, as soon as the car recognizes your phone in the car, you sitting behind the steering wheel, it will switch into ready-to-go mode, which means no key to turn.","So, as soon as the car recognizes your phone in the car, you sitting behind the steering wheel, it will switch into ready-to-go mode, which means no key to turn."
8445,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,115,197,199,3,28,142,3,"No start button to be pushed. One more hurdle taken away. Polestar 2 knows and understands what you want to do, and it is always a step ahead.","No start button to be pushed. One more hurdle taken away. Polestar 2 knows and understands what you want to do, and it is always a step ahead."
8446,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,116,200,200,1,13,92,0,"When you drive, the essential information is displayed with gorgeous clarity and brightness.","When you drive, the essential information is displayed with gorgeous clarity and brightness."
8447,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,117,201,202,2,25,132,0,And as soon as you choose... The navigation system takes over and the map and the directions take over the full width of the screen.,And as soon as you choose... The navigation system takes over and the map and the directions take over the full width of the screen.
8448,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,118,203,204,2,13,76,0,Beautiful and highly functional. Now let us move over to the centre display.,Beautiful and highly functional. Now let us move over to the centre display.
8449,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,119,205,206,2,21,126,0,"That is an 11-inch big gorgeous touchscreen. It's bigger for more information, for richer detail and of course for easier use.","That is an 11-inch big gorgeous touchscreen. It's bigger for more information, for richer detail and of course for easier use."
8450,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,120,207,208,2,30,182,0,"Now we mount this in portrait mode. vertical orientation because this is the best for displaying a map into driving direction and handling lists, for example, address or music lists.","Now we mount this in portrait mode. vertical orientation because this is the best for displaying a map into driving direction and handling lists, for example, address or music lists."
8451,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,121,209,210,2,29,157,3,"Now, this is a real big thing here. With Polestar 2, we change completely the way that we think about and we handle the information entertainment in the car.","Now, this is a real big thing here. With Polestar 2, we change completely the way that we think about and we handle the information entertainment in the car."
8452,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,122,211,211,1,26,139,0,"I mean, for how many years have we promised to deliver an easy-to-use, up-to-date navigation, and how terribly did we fail again and again?","I mean, for how many years have we promised to deliver an easy-to-use, up-to-date navigation, and how terribly did we fail again and again?"
8453,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,123,212,213,2,27,157,0,"The same with voice recognition. I mean, just look at the YouTube clips about, you know, funny clips about misunderstandings of voice out of control in cars.","The same with voice recognition. I mean, just look at the YouTube clips about, you know, funny clips about misunderstandings of voice out of control in cars."
8454,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,124,214,214,1,13,79,0,"So, we understood that we really have to do something radically different here.","So, we understood that we really have to do something radically different here."
8455,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,125,215,216,2,27,150,0,And we did. We teamed up with the pros in the respective field and acknowledged that it's pointless to think that you can do everything best yourself.,And we did. We teamed up with the pros in the respective field and acknowledged that it's pointless to think that you can do everything best yourself.
8456,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,126,217,217,1,25,154,0,"So, we embedded Android as the infotainment system software, bringing Google Assistant, Google Maps and the apps of the Google Play Store into Polestar 2.","So, we embedded Android as the infotainment system software, bringing Google Assistant, Google Maps and the apps of the Google Play Store into Polestar 2."
8457,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,127,218,218,1,18,130,0,That means that our customers will enjoy the superb artificial intelligence of Google Assistant's fast learning voice recognition.,That means that our customers will enjoy the superb artificial intelligence of Google Assistant's fast learning voice recognition.
8458,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,128,219,220,2,12,61,0,And let me demonstrate that to you. Take me to Pizzeria Roma.,And let me demonstrate that to you. Take me to Pizzeria Roma.
8459,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,129,221,222,2,12,65,0,"Sure, getting the fastest route to Pizzeria Roma. And here it is.","Sure, getting the fastest route to Pizzeria Roma. And here it is."
8460,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,130,223,224,2,32,160,0,"You do not have to know the town or the street, just put in the name of the place where you want to go and the navigation starts. Find charging stations nearby.","You do not have to know the town or the street, just put in the name of the place where you want to go and the navigation starts. Find charging stations nearby."
8461,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,131,225,227,3,14,85,0,Showing results for charging stations nearby. I'll look at that. That's quite a list.,Showing results for charging stations nearby. I'll look at that. That's quite a list.
8462,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,132,228,230,3,31,174,0,"Play at last on Spotify. Sure. At last, you can navigate, keep in touch, manage tasks and plan your day using the time you are behind your steering wheel without distraction.","Play at last on Spotify. Sure. At last, you can navigate, keep in touch, manage tasks and plan your day using the time you are behind your steering wheel without distraction."
8463,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,133,231,231,1,26,127,0,"Out of the Google Play Store, you can download the apps you prefer into any of the four tiles and you can swap in between them.","Out of the Google Play Store, you can download the apps you prefer into any of the four tiles and you can swap in between them."
8464,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,134,232,234,3,15,84,0,"Your mobile isn't an Android. Never mind, it will connect. And yes, your iPhone too.","Your mobile isn't an Android. Never mind, it will connect. And yes, your iPhone too."
8465,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,135,235,235,1,22,137,3,All Polestar 2 cars will be connected to the internet for over-the-air updates for online entertainment like music streaming as standard.,All Polestar 2 cars will be connected to the internet for over-the-air updates for online entertainment like music streaming as standard.
8466,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,136,236,236,1,13,64,0,The car software will update to feel like new on a regular base.,The car software will update to feel like new on a regular base.
8467,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,137,237,237,1,17,85,3,I think it's a good time now to show you a bit more of Polestar's beautiful interior.,I think it's a good time now to show you a bit more of Polestar's beautiful interior.
8468,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,138,238,240,3,14,89,0,Please enjoy. Isn't it gorgeous? This is from the masters of avant-garde interior design.,Please enjoy. Isn't it gorgeous? This is from the masters of avant-garde interior design.
8469,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,139,241,242,2,17,121,0,"The best you can get. Scandinavian style, giving digital innovation personality, redefining premium for the electric age.","The best you can get. Scandinavian style, giving digital innovation personality, redefining premium for the electric age."
8470,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,140,243,243,1,13,88,0,"You know, minimalism is an art that requires maximum artistry, experience and precision.","You know, minimalism is an art that requires maximum artistry, experience and precision."
8471,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,141,244,244,1,14,72,3,"And I dare to say, Polestar 2 is the best designed electric car, period.","And I dare to say, Polestar 2 is the best designed electric car, period."
8472,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,142,245,247,3,16,90,0,"Now you wonder... This is Spock, not the first officer. This is our Spock, Polestar Spock.","Now you wonder... This is Spock, not the first officer. This is our Spock, Polestar Spock."
8473,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,143,248,248,1,23,122,0,"It is the star of a different movie, an action movie that we shot here in Gothenburg, called the nasty offset front crash.","It is the star of a different movie, an action movie that we shot here in Gothenburg, called the nasty offset front crash."
8474,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,144,249,250,2,34,179,0,"And Spock plays a major role in that movie. Now, what is happening here is that little Spock helps to guide all the heavy metal along the outside of the car during this collision.","And Spock plays a major role in that movie. Now, what is happening here is that little Spock helps to guide all the heavy metal along the outside of the car during this collision."
8475,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,145,251,252,2,28,164,0,"So, nothing intrudes into the interior. The Spock block is helping to protect the passengers from being hurt and it helps preventing any damage to the battery pack.","So, nothing intrudes into the interior. The Spock block is helping to protect the passengers from being hurt and it helps preventing any damage to the battery pack."
8476,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,146,253,253,1,25,128,3,"It's a great invention from the engineers, one of many that will make sure Polestar 2 is one of, if not the safest electric car.","It's a great invention from the engineers, one of many that will make sure Polestar 2 is one of, if not the safest electric car."
8477,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,147,254,254,1,22,120,0,"It is engineered and designed to reach the top scores by rating institutes, which of course the test to come will prove.","It is engineered and designed to reach the top scores by rating institutes, which of course the test to come will prove."
8478,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,148,255,255,1,16,74,3,Now check out how well it performs as well in a frontal crash with a pole.,Now check out how well it performs as well in a frontal crash with a pole.
8479,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,149,256,257,2,27,139,3,"Again, not a single scratch on the battery pack. Here's a complete list of safety tech in the Polestar 2, with up to nine airbags on board.","Again, not a single scratch on the battery pack. Here's a complete list of safety tech in the Polestar 2, with up to nine airbags on board."
8480,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,150,258,258,1,21,110,0,"Airbags not only on the outside of the seat bolster, but as well on the inside, the so-called far side airbag.","Airbags not only on the outside of the seat bolster, but as well on the inside, the so-called far side airbag."
8481,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,151,259,259,1,21,115,3,"Looking at that list, Polestar 2 is an electric car that makes no compromise when it comes to protecting your life.","Looking at that list, Polestar 2 is an electric car that makes no compromise when it comes to protecting your life."
8482,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,152,260,261,2,27,142,0,"Another topic where we take care of your worries, charging. We understand that for many of you the range of a car, the charging, is a concern.","Another topic where we take care of your worries, charging. We understand that for many of you the range of a car, the charging, is a concern."
8483,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,153,262,262,1,22,115,3,"So, first we make sure that you get really far with one charge, offering a high battery capacity in the Polestar 2.","So, first we make sure that you get really far with one charge, offering a high battery capacity in the Polestar 2."
8484,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,154,263,263,1,14,77,0,"Second, in Polestar 2 it is really easy to find the charging stations nearby.","Second, in Polestar 2 it is really easy to find the charging stations nearby."
8485,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,155,264,264,1,15,106,0,with the full integration of the infrastructure into the navigation and an intuitive search functionality.,with the full integration of the infrastructure into the navigation and an intuitive search functionality.
8486,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,156,265,265,1,29,193,0,"Thirdly, we are working together with the major players developing the fast-growing charging infrastructure to offer easy access for you, our customers, to the charging stations along your way.","Thirdly, we are working together with the major players developing the fast-growing charging infrastructure to offer easy access for you, our customers, to the charging stations along your way."
8487,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,157,266,267,2,32,205,3,"Our care for the environment goes beyond the electric drivetrain. With the Polestar 2, We designed our interior offer to promote and accelerate the shift of the car industry towards leather-free interiors.","Our care for the environment goes beyond the electric drivetrain. With the Polestar 2, We designed our interior offer to promote and accelerate the shift of the car industry towards leather-free interiors."
8488,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,158,268,268,1,16,83,0,And I will spare you now the disturbing video of a mass production of leather skin.,And I will spare you now the disturbing video of a mass production of leather skin.
8489,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,159,269,269,1,25,138,0,"Again, just like with the propulsion, it is the great fun and the joy of the alternative that we offer that should convince our customers.","Again, just like with the propulsion, it is the great fun and the joy of the alternative that we offer that should convince our customers."
8490,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,160,270,270,1,17,104,0,"So, we designed the most beautiful and great looking vegan interior program ever in the premium segment.","So, we designed the most beautiful and great looking vegan interior program ever in the premium segment."
8491,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,161,271,272,2,24,121,3,"And we made it standard in our offer. So, let me show you some of the awesome materials that we developed for Polestar 2.","And we made it standard in our offer. So, let me show you some of the awesome materials that we developed for Polestar 2."
8492,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,162,273,275,3,18,101,0,"Here's Weave Tech. Weave Tech is a fully vegan material. It's sporty, it is water and dirt repellent.","Here's Weave Tech. Weave Tech is a fully vegan material. It's sporty, it is water and dirt repellent."
8493,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,163,276,276,1,14,92,0,"And this crisp and modern look actually was inspired by sportswear, scuba diving sportswear.","And this crisp and modern look actually was inspired by sportswear, scuba diving sportswear."
8494,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,164,277,277,1,22,118,0,"Weavetech is 30% lighter than leather, so for each car we save up to 4 kilo weight compared to a leather-equipped car.","Weavetech is 30% lighter than leather, so for each car we save up to 4 kilo weight compared to a leather-equipped car."
8495,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,165,278,279,2,19,100,0,An even lighter offer is the textile seat. That saves 8 kilos of weight compared to the leather car.,An even lighter offer is the textile seat. That saves 8 kilos of weight compared to the leather car.
8496,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,166,280,282,3,24,128,0,"I mean, 8 kilos. Then we have 3D etched. We created 3D etched with this technical feel and the beauty of the digital aesthetics.","I mean, 8 kilos. Then we have 3D etched. We created 3D etched with this technical feel and the beauty of the digital aesthetics."
8497,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,167,283,283,1,15,81,0,"And at the end, it is a beautiful piece being a pure, simple, polycarbonate deco.","And at the end, it is a beautiful piece being a pure, simple, polycarbonate deco."
8498,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,168,284,284,1,14,71,0,"I mean, that is how much you can achieve just simply by designing well.","I mean, that is how much you can achieve just simply by designing well."
8499,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,169,285,286,2,26,128,0,"Then we have wood in our car, black ash. It was designed... because we wanted to use the wood in a car in a non-traditional way.","Then we have wood in our car, black ash. It was designed... because we wanted to use the wood in a car in a non-traditional way."
8500,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,170,287,287,1,39,193,0,"So, it gives not only this cool and avant-garde look in the car, it also helps us to actually save and use more of the veneer so we can reduce scrap and be much more sustainable using the wood.","So, it gives not only this cool and avant-garde look in the car, it also helps us to actually save and use more of the veneer so we can reduce scrap and be much more sustainable using the wood."
8501,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,171,288,289,2,19,110,0,"Pulsar 2 will come in six exterior colours. We have Midnight, we have Magnesium, snow, thunder, moon and void.","Pulsar 2 will come in six exterior colours. We have Midnight, we have Magnesium, snow, thunder, moon and void."
8502,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,172,290,290,1,12,69,3,"And of course, Polestar 2 will come with or without performance spec.","And of course, Polestar 2 will come with or without performance spec."
8503,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,173,291,291,1,23,143,0,"And in the performance spec, sorry, you will find the Orleans chassis technology, the Polestar golden seat belts and the Brembo brake calipers.","And in the performance spec, sorry, you will find the Orleans chassis technology, the Polestar golden seat belts and the Brembo brake calipers."
8504,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,174,292,292,1,28,155,3,"Now, together with our head of design, Maximilian Massoni, we produced and created a video about the Polestar 2, which I would really love to show you now.","Now, together with our head of design, Maximilian Massoni, we produced and created a video about the Polestar 2, which I would really love to show you now."
8505,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,175,293,294,2,25,133,3,"Polestar 2 is not just an electric car. Polestar 2 is a new icon of electric mobility, a confident creature playing to its own rules.","Polestar 2 is not just an electric car. Polestar 2 is a new icon of electric mobility, a confident creature playing to its own rules."
8506,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,176,295,295,1,25,180,3,"Bold graphics, clear-cut architecture, sensual surfaces and a powerful stance materialize in an uncompromising, pure and progressive design which embodies the true DNA of Polestar.","Bold graphics, clear-cut architecture, sensual surfaces and a powerful stance materialize in an uncompromising, pure and progressive design which embodies the true DNA of Polestar."
8507,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,177,296,296,1,23,141,0,"In its heart, the powerful 78kWh battery pack has been carefully optimized, creating both maximum interior space and a low center of gravity.","In its heart, the powerful 78kWh battery pack has been carefully optimized, creating both maximum interior space and a low center of gravity."
8508,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,178,297,297,1,12,71,0,This densely packed power plant provides up to 500 kilometers of range.,This densely packed power plant provides up to 500 kilometers of range.
8509,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,179,298,298,1,17,104,0,Two powerful electric motors generate a combined 300 kilowatts of power and 660 Newton meters of torque.,Two powerful electric motors generate a combined 300 kilowatts of power and 660 Newton meters of torque.
8510,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,180,299,299,1,24,179,3,"Our engineers designed the powertrain for precise, adjustable torque distribution, elevating your driving experience and positioning Polestar 2 as a true electric performance car.","Our engineers designed the powertrain for precise, adjustable torque distribution, elevating your driving experience and positioning Polestar 2 as a true electric performance car."
8511,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,181,300,300,1,24,136,0,"The Pixel LED headlamps are not only beautiful to look at, but also contain some of the most advanced lighting technology on the market.","The Pixel LED headlamps are not only beautiful to look at, but also contain some of the most advanced lighting technology on the market."
8512,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,182,301,301,1,29,198,0,"We created a stunning crystal light blade incorporating 280 power LEDs, an iconic rear signature which welcomes you with a carefully choreographed illumination sequence unique to the Polestar brand.","We created a stunning crystal light blade incorporating 280 power LEDs, an iconic rear signature which welcomes you with a carefully choreographed illumination sequence unique to the Polestar brand."
8513,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,183,302,302,1,20,112,3,"When you approach, Polestar 2 recognizes you through your phone and unlocks as soon as you grab the door handle.","When you approach, Polestar 2 recognizes you through your phone and unlocks as soon as you grab the door handle."
8514,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,184,303,303,1,14,106,0,The interior combines stunning simplicity with the intricacy of beautifully crafted details and materials.,The interior combines stunning simplicity with the intricacy of beautifully crafted details and materials.
8515,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,185,304,304,1,20,117,3,Polestar 2 expresses the ultimate blend of a high-tech user experience and the sensual joy of a true premium product.,Polestar 2 expresses the ultimate blend of a high-tech user experience and the sensual joy of a true premium product.
8516,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,186,305,305,1,19,127,0,Finding your destination or interacting with your car has never been easier than using Polestar 2's natural speech recognition.,Finding your destination or interacting with your car has never been easier than using Polestar 2's natural speech recognition.
8517,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,187,306,306,1,16,88,0,We teamed up with Google to give you the most seamless integration of your digital life.,We teamed up with Google to give you the most seamless integration of your digital life.
8518,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,188,307,308,2,31,207,3,"At Polestar, we believe in a curated custom experience. we have carefully composed every combination of exterior and interior colors and materials to reflect the highest standards of taste and craftsmanship.","At Polestar, we believe in a curated custom experience. we have carefully composed every combination of exterior and interior colors and materials to reflect the highest standards of taste and craftsmanship."
8519,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,189,309,309,1,23,142,0,We take great pride in having created vegan interiors and have done so taking inspiration from the latest in fashion and high-tech sportswear.,We take great pride in having created vegan interiors and have done so taking inspiration from the latest in fashion and high-tech sportswear.
